User_ID,User_Location,User_Locale,User_Contributions,Travel_Date,Published_Date,Rating,Helpful_Votes,number_of_times_abroad,Age,Travel Style,Duration of Stay (Days),Monthly Income (USD),Preferred Activities 1,Preferred Activities 2,Preferred Activities 3,Preferred Travel Season,Preferred Mode of Transportation,Tech Savvy,Accommodation Type,Category
User 5236,"Mumbai, India",en_GB,370,19-Jan,2019-02-01T02:33:37-05:00,5,1,1,41.0,group,0m0w4d,4187.0,Events,Shopping,Cultural Highlights,Spring,PickMe,High,Motel,Business & Work-Related
User 5237,"Melbourne, Australia",en_US,7,19-Feb,2019-01-31T16:06:19-05:00,5,0,3,28.0,group,0m0w5d,5620.0,Cultural Highlights,Urban Attractions,Events,Fall,Car,High,Resort,Business & Work-Related
User 5248,Sydney,en_US,53,19-Mar,2019-03-23T03:22:04-04:00,4,0,7,46.0,group,0m0w2d,6750.0,Shopping,Events,Cultural Highlights,Fall,Uber,High,Hotel,Business & Work-Related
User 5251,"Cambridge, United Kingdom",en_IN,556,23-Mar,2023-03-20T05:07:21-04:00,5,0,10,31.0,solo,0m0w2d,6357.0,Shopping,Urban Attractions,Events,Summer,Uber,High,Motel,Business & Work-Related
User 5253,"Nottingham, United Kingdom",en_US,3,22-Sep,2022-09-04T01:03:42-04:00,5,0,9,51.0,solo,0m0w5d,5326.0,Urban Attractions,Events,Cultural Highlights,Spring,PickMe,High,Motel,Business & Work-Related
User 5255,"Melbourne, Australia",en_UK,6,22-Mar,2022-03-19T00:14:52-04:00,5,0,0,25.0,group,0m0w3d,5481.0,Shopping,Urban Attractions,Cultural Highlights,Spring,Car,High,Hotel,Business & Work-Related
User 5256,"England, United Kingdom",en_UK,132,22-Feb,2022-03-01T19:08:09-05:00,5,1,0,41.0,group,0m0w5d,6547.0,Shopping,Cultural Highlights,Events,Spring,Van,High,Hotel,Business & Work-Related
User 5267,"Sudbury, United Kingdom",en_UK,26,18-Mar,2018-03-25T13:37:04-04:00,4,1,3,31.0,group,0m0w6d,7116.0,Urban Attractions,Shopping,Events,Fall,PickMe,High,Hotel,Business & Work-Related
User 5291,"Salisbury, United Kingdom",en_US,31,18-Mar,2018-03-11T06:01:26-04:00,2,0,8,52.0,group,0m0w4d,7510.0,Events,Cultural Highlights,Urban Attractions,Fall,Uber,High,Hotel,Business & Work-Related
User 5292,"Tilburg, The Netherlands",nl,22,18-Mar,2018-03-09T06:22:42-05:00,5,0,0,53.0,group,0m0w5d,6129.0,Urban Attractions,Cultural Highlights,Shopping,Fall,Car,High,Hotel,Business & Work-Related
User 5294,"Karur, India",en_UK,155,18-Mar,2018-03-02T01:37:17-05:00,3,0,5,46.0,solo,0m0w3d,7111.0,Cultural Highlights,Events,Shopping,Fall,PickMe,High,Motel,Business & Work-Related
User 5301,"Wageningen, The Netherlands",nl,133,18-Feb,2018-02-06T16:58:24-05:00,4,0,1,26.0,solo,0m0w4d,5408.0,Shopping,Urban Attractions,Cultural Highlights,Fall,Van,High,Hotel,Business & Work-Related
User 5302,"Rakiura, Stewart Island",en_US,67,16-Jun,2016-06-29T04:22:00-04:00,4,0,3,37.0,solo,0m0w2d,4741.0,Shopping,Events,Urban Attractions,Spring,PickMe,High,Hotel,Business & Work-Related
User 5303,Europe,en_UK,116,16-Jan,2016-06-27T10:41:02-04:00,4,0,14,29.0,group,0m0w2d,5471.0,Urban Attractions,Shopping,Events,Spring,PickMe,High,Resort,Business & Work-Related
User 5304,India,en_US,33,16-May,2016-05-23T21:04:17-04:00,3,0,0,41.0,group,0m0w6d,6236.0,Urban Attractions,Shopping,Cultural Highlights,Spring,Van,High,Motel,Business & Work-Related
User 5308,"London, United Kingdom",en_UK,28,16-Nov,2016-11-24T00:45:32-05:00,4,0,4,45.0,group,0m0w5d,5430.0,Events,Urban Attractions,Shopping,Fall,Van,High,Hotel,Business & Work-Related
User 5312,"Anchorage, Alaska",en_US,75,16-Oct,2016-10-07T04:52:19-04:00,5,0,0,35.0,group,0m0w3d,5649.0,Urban Attractions,Events,Shopping,Fall,PickMe,High,Resort,Business & Work-Related
User 5316,"Singapore, Singapore",fr,179,16-Aug,2016-08-12T03:54:40-04:00,3,0,14,34.0,solo,0m0w3d,7367.0,Events,Cultural Highlights,Shopping,Spring,Van,High,Hotel,Business & Work-Related
User 5322,"Sydney, Australia",en_US,47,17-Jan,2017-01-05T17:12:33-05:00,4,0,9,40.0,group,0m1w0d,5140.0,Shopping,Cultural Highlights,Urban Attractions,Fall,Uber,High,Hotel,Business & Work-Related
User 5332,"Melaka State, Malaysia",en_US,60,16-Mar,2016-04-02T21:58:13-04:00,3,0,13,32.0,group,0m0w4d,5114.0,Urban Attractions,Events,Shopping,Fall,Uber,High,Motel,Business & Work-Related
User 5333,"Moissac, France",en_UK,92,16-Mar,2016-03-20T06:37:47-04:00,5,0,14,33.0,solo,0m0w3d,6691.0,Cultural Highlights,Events,Urban Attractions,Fall,Uber,High,Resort,Business & Work-Related
User 5341,"Brisbane, Australia",en_US,29,16-Jan,2016-02-05T07:30:09-05:00,4,1,3,45.0,group,0m0w6d,4139.0,Cultural Highlights,Shopping,Urban Attractions,Fall,Uber,High,Motel,Business & Work-Related
User 5350,"Glasgow, United Kingdom",en_US,6070,15-Nov,2015-11-29T23:19:47-05:00,2,0,1,30.0,solo,0m0w2d,4717.0,Cultural Highlights,Shopping,Urban Attractions,Spring,PickMe,High,Resort,Business & Work-Related
User 5353,San Francisco,en_US,604,15-Oct,2015-11-04T13:11:19-05:00,2,0,10,28.0,group,0m0w3d,5036.0,Shopping,Urban Attractions,Events,Spring,Car,High,Motel,Business & Work-Related
User 5354,"Grays Thurrock, United Kingdom",en_UK,65,15-Feb,2015-07-21T04:04:02-04:00,4,0,10,45.0,group,0m0w4d,5963.0,Events,Cultural Highlights,Shopping,Fall,Van,High,Hotel,Business & Work-Related
User 5365,"London, United Kingdom",en_GB,7,15-Jan,2015-01-30T01:48:31-05:00,4,0,14,54.0,solo,0m0w5d,5471.0,Shopping,Cultural Highlights,Events,Spring,Uber,High,Motel,Business & Work-Related
User 5376,"London, United Kingdom",en_US,83,19-Jan,2019-02-01T16:25:50-05:00,4,0,9,25.0,group,0m0w5d,4221.0,Shopping,Urban Attractions,Cultural Highlights,Spring,Car,High,Motel,Business & Work-Related
User 5380,"Melbourne, Australia",en_US,40,18-Aug,2018-12-09T16:14:27-05:00,4,0,15,53.0,group,0m0w2d,7809.0,Events,Shopping,Urban Attractions,Fall,PickMe,High,Resort,Business & Work-Related
User 5381,England,en_US,50,18-Nov,2018-12-02T20:07:27-05:00,5,0,7,38.0,group,0m1w0d,7179.0,Shopping,Cultural Highlights,Urban Attractions,Fall,Car,High,Motel,Business & Work-Related
User 5390,"Chippenham, United Kingdom",en_gb,29,17-Sep,2017-09-29T00:08:56-04:00,4,0,3,40.0,group,0m0w3d,4042.0,Urban Attractions,Shopping,Cultural Highlights,Spring,Uber,High,Motel,Business & Work-Related
User 5394,"Toronto, Canada",en_IN,49,17-Aug,2017-08-30T10:35:52-04:00,5,1,4,33.0,solo,0m0w4d,5258.0,Cultural Highlights,Events,Urban Attractions,Fall,PickMe,High,Resort,Business & Work-Related
User 5399,"Melbourne, Australia",en_US,44,17-Jul,2017-08-02T23:09:25-04:00,4,1,7,26.0,group,0m0w4d,3931.0,Cultural Highlights,Shopping,Urban Attractions,Spring,Van,High,Resort,Business & Work-Related
User 5400,"Gothenburg, Sweden",sv_SE,80,17-Jul,2017-07-19T17:26:04-04:00,3,0,12,29.0,group,0m0w3d,5684.0,Urban Attractions,Shopping,Events,Spring,Uber,High,Resort,Business & Work-Related
User 5401,"Toronto, Canada",en_CA,42,15-Aug,2015-10-22T15:11:54-04:00,4,0,0,43.0,group,0m0w5d,4291.0,Cultural Highlights,Events,Shopping,Winter,Van,High,Hotel,Business & Work-Related
User 5403,"Manchester, United Kingdom",en_UK,19,15-Sep,2015-10-01T19:12:27-04:00,3,0,7,47.0,group,0m0w4d,6328.0,Urban Attractions,Cultural Highlights,Shopping,Fall,Car,High,Resort,Business & Work-Related
User 5404,"Sydney, Australia",en_US,6,15-Sep,2015-09-25T22:43:58-04:00,4,0,7,43.0,group,0m0w3d,6627.0,Shopping,Events,Cultural Highlights,Fall,PickMe,High,Resort,Business & Work-Related
User 5411,"Rome, Italy",en_US,14,15-Jul,2015-07-30T04:32:31-04:00,3,0,1,49.0,group,0m0w2d,5305.0,Cultural Highlights,Events,Urban Attractions,Fall,Uber,High,Hotel,Business & Work-Related
User 5414,"Dubai, United Arab Emirates",en_US,104,18-Nov,2018-11-11T17:46:36-05:00,5,2,7,46.0,group,0m0w6d,6896.0,Urban Attractions,Shopping,Events,Fall,Car,High,Hotel,Business & Work-Related
User 5417,"Tel Aviv, Israel",en_US,37,18-Sep,2018-09-28T08:36:54-04:00,4,0,7,42.0,group,0m0w2d,6232.0,Events,Urban Attractions,Shopping,Spring,PickMe,High,Resort,Business & Work-Related
User 5428,"London, United Kingdom",en_UK,36,14-Jul,2014-08-06T10:45:57-04:00,3,0,3,50.0,group,0m1w0d,5661.0,Shopping,Urban Attractions,Cultural Highlights,Fall,Van,High,Motel,Business & Work-Related
User 5429,"The Hague, The Netherlands",nl_NL,51,14-Jul,2014-07-27T04:36:17-04:00,2,0,2,32.0,group,0m0w4d,4103.0,Shopping,Urban Attractions,Events,Summer,Car,High,Motel,Business & Work-Related
User 5431,Male,en_US,6,14-Jun,2014-07-08T01:35:13-04:00,5,0,3,46.0,group,0m1w0d,6151.0,Cultural Highlights,Urban Attractions,Shopping,Fall,Uber,High,Resort,Business & Work-Related
User 5434,"Portland, Oregon",en_US,17,14-Mar,2014-04-03T19:35:11-04:00,4,0,7,42.0,solo,0m0w2d,7489.0,Shopping,Cultural Highlights,Urban Attractions,Spring,Van,High,Resort,Business & Work-Related
User 5435,"Berlin, Germany",en_US,3,19-Oct,2019-10-03T02:01:06-04:00,5,90,13,50.0,group,0m0w5d,5645.0,Cultural Highlights,Events,Urban Attractions,Spring,Van,High,Hotel,Business & Work-Related
User 5436,"Kuala Lumpur, Malaysia",en_UK,10,19-Sep,2019-09-15T05:33:56-04:00,5,0,15,34.0,group,0m0w4d,4621.0,Shopping,Urban Attractions,Events,Spring,Car,High,Motel,Business & Work-Related
User 5441,"London, United Kingdom",en_US,49,19-Mar,2019-03-11T01:15:17-04:00,4,0,15,55.0,group,0m0w4d,7739.0,Urban Attractions,Cultural Highlights,Events,Spring,PickMe,High,Resort,Business & Work-Related
User 5447,Germany,en_US,11,18-Oct,2019-02-07T08:39:55-05:00,5,0,8,31.0,solo,0m0w4d,6025.0,Shopping,Cultural Highlights,Urban Attractions,Fall,Car,High,Hotel,Business & Work-Related
User 5449,"Amsterdam, The Netherlands",en_US,8,19-May,2019-05-14T03:27:21-04:00,4,2,10,25.0,group,0m0w3d,3946.0,Urban Attractions,Cultural Highlights,Events,Summer,Car,High,Hotel,Business & Work-Related
User 5466,"Brussels, Belgium",en_US,25,18-May,2018-05-12T04:27:38-04:00,5,0,2,25.0,group,0m0w5d,5538.0,Cultural Highlights,Events,Urban Attractions,Fall,Uber,High,Resort,Business & Work-Related
User 5468,"Berlin, Germany",en_AU,1,18-Apr,2018-04-20T07:07:08-04:00,4,0,7,35.0,solo,0m0w3d,5925.0,Shopping,Events,Cultural Highlights,Fall,Uber,High,Resort,Business & Work-Related
User 5481,"Dubai, United Arab Emirates",en_US,14,18-Jul,2018-07-25T20:51:15-04:00,5,0,4,53.0,group,0m0w4d,7818.0,Cultural Highlights,Events,Urban Attractions,Spring,Van,High,Hotel,Business & Work-Related
User 5491,"Koenigstein, Germany",de,147,17-Jul,2017-09-09T03:33:54-04:00,5,0,9,26.0,group,0m0w4d,5027.0,Shopping,Urban Attractions,Events,Fall,Van,High,Resort,Business & Work-Related
User 5498,"Leeds, United Kingdom",en_UK,13,17-Apr,2017-12-26T13:57:55-05:00,5,4,2,45.0,group,0m0w4d,5773.0,Urban Attractions,Events,Cultural Highlights,Spring,PickMe,High,Motel,Business & Work-Related
User 5505,"Compton Dundon, United Kingdom",en_GB,58,17-Jan,2017-04-17T10:04:20-04:00,5,0,8,29.0,group,0m0w5d,4870.0,Cultural Highlights,Events,Urban Attractions,Fall,Car,High,Hotel,Business & Work-Related
User 5509,"The Hague, The Netherlands",nl_NL,51,16-Aug,2017-04-01T00:52:41-04:00,4,1,2,31.0,group,0m0w3d,5971.0,Cultural Highlights,Events,Shopping,Spring,PickMe,High,Resort,Business & Work-Related
User 5514,"Singapore, Singapore",en_US,6,16-Dec,2017-01-08T17:30:25-05:00,4,0,9,29.0,group,0m0w2d,5591.0,Events,Shopping,Cultural Highlights,Fall,Van,High,Motel,Business & Work-Related
User 5518,"Portland, Oregon",en_SG,6,17-Jan,2017-01-03T14:19:12-05:00,5,0,1,47.0,solo,0m0w5d,4200.0,Urban Attractions,Shopping,Cultural Highlights,Spring,PickMe,High,Motel,Business & Work-Related
User 5521,"London, United Kingdom",en_UK,52,16-Mar,2016-12-30T03:08:01-05:00,3,1,9,41.0,group,0m0w2d,7461.0,Events,Cultural Highlights,Urban Attractions,Fall,PickMe,High,Hotel,Business & Work-Related
User 5522,"Hong Kong, China",en_US,9,16-Sep,2016-10-03T01:24:41-04:00,5,1,8,45.0,solo,0m0w3d,5553.0,Urban Attractions,Shopping,Cultural Highlights,Spring,PickMe,High,Resort,Business & Work-Related
User 5523,Kuwait,en_US,31,16-May,2016-10-02T10:41:10-04:00,5,0,4,32.0,group,0m0w6d,5807.0,Events,Shopping,Cultural Highlights,Spring,Car,High,Hotel,Business & Work-Related
User 5525,"Brisbane, Australia",en_US,6,16-Apr,2016-09-12T01:50:00-04:00,5,0,3,30.0,group,0m0w6d,5749.0,Events,Cultural Highlights,Shopping,Fall,Uber,High,Hotel,Business & Work-Related
User 5529,Princes Risborough,en_US,11,16-Aug,2016-08-29T02:35:30-04:00,3,0,7,30.0,group,0m0w6d,5214.0,Urban Attractions,Shopping,Cultural Highlights,Spring,Van,High,Motel,Business & Work-Related
User 5533,"Hong Kong, China",en_US,122,16-Aug,2016-08-15T07:46:52-04:00,5,0,1,52.0,group,0m0w2d,5384.0,Events,Urban Attractions,Cultural Highlights,Spring,Uber,High,Motel,Business & Work-Related
User 5536,"County Donegal, Ireland",en_GB,10,16-May,2016-08-05T06:39:47-04:00,5,0,1,44.0,group,0m0w2d,5607.0,Cultural Highlights,Shopping,Urban Attractions,Fall,Van,High,Motel,Business & Work-Related
User 5540,"Leicester, United Kingdom",en_US,173,17-Jan,2017-02-04T03:10:02-05:00,5,1,13,28.0,group,0m0w5d,4433.0,Shopping,Urban Attractions,Events,Spring,Uber,High,Motel,Business & Work-Related
User 5541,"Portland, Oregon",en_US,51,18-Dec,2019-01-21T12:37:25-05:00,3,0,10,54.0,group,0m0w6d,6766.0,Cultural Highlights,Urban Attractions,Events,Spring,PickMe,High,Motel,Business & Work-Related
User 5544,India,en_US,36,18-Nov,2018-11-27T06:10:39-05:00,5,2,8,28.0,solo,0m0w3d,3581.0,Urban Attractions,Cultural Highlights,Events,Spring,PickMe,High,Hotel,Business & Work-Related
User 5548,"Prague, Czech Republic",cs,17,17-May,2017-06-13T06:34:16-04:00,5,2,5,34.0,group,0m1w0d,4713.0,Cultural Highlights,Shopping,Events,Spring,Uber,High,Hotel,Business & Work-Related
User 5551,aalborg,en_UK,105,17-Feb,2017-05-01T09:45:46-04:00,5,3,12,40.0,group,0m0w2d,6332.0,Urban Attractions,Events,Shopping,Spring,Car,High,Resort,Business & Work-Related
User 5558,"Denver, Colorado",en_US,12,18-Apr,2018-04-08T20:30:21-04:00,4,0,7,43.0,group,0m0w4d,4030.0,Events,Shopping,Cultural Highlights,Spring,PickMe,High,Motel,Business & Work-Related
User 5565,"West Hartford, United States",en_US,3,18-Feb,2018-03-05T07:32:07-05:00,5,1,10,44.0,solo,0m0w5d,4937.0,Cultural Highlights,Shopping,Events,Fall,Uber,High,Resort,Business & Work-Related
User 5575,"Kinvara, Ireland",en_UK,26,22-Mar,2022-04-07T06:51:11-04:00,5,0,1,27.0,group,0m0w3d,5273.0,Urban Attractions,Events,Cultural Highlights,Spring,Van,High,Hotel,Business & Work-Related
User 5586,"Bournemouth, United Kingdom",en_UK,17,19-Jul,2019-07-15T03:07:17-04:00,5,0,1,47.0,solo,0m0w3d,7395.0,Shopping,Urban Attractions,Cultural Highlights,Summer,Van,High,Resort,Business & Work-Related
User 5587,"New York City, New York",en_US,21,19-Jul,2019-07-08T20:16:54-04:00,3,1,1,53.0,group,0m0w3d,6446.0,Events,Shopping,Cultural Highlights,Spring,Uber,High,Resort,Business & Work-Related
User 5590,"Kuala Lumpur, Malaysia",en_US,22,19-Jun,2019-06-27T06:32:37-04:00,4,1,10,37.0,solo,0m0w3d,4234.0,Events,Urban Attractions,Cultural Highlights,Winter,Uber,High,Hotel,Business & Work-Related
User 5593,"Palmerston, Australia",en_AU,168,19-Apr,2019-04-26T03:33:19-04:00,5,2,9,48.0,solo,0m0w4d,5131.0,Shopping,Urban Attractions,Cultural Highlights,Spring,Van,High,Hotel,Business & Work-Related
User 5600,"Hertford, United Kingdom",en_UK,219,19-Feb,2019-02-19T11:17:26-05:00,4,0,10,44.0,solo,0m0w2d,6012.0,Events,Urban Attractions,Shopping,Winter,Uber,High,Resort,Business & Work-Related
User 5612,"Sydney, Australia",en_UK,405,19-Aug,2019-08-28T03:56:08-04:00,4,0,2,42.0,solo,0m0w5d,5763.0,Shopping,Urban Attractions,Cultural Highlights,Fall,Car,High,Motel,Business & Work-Related
User 5614,"Bridgnorth, United Kingdom",en_UK,176,19-Jan,2019-01-13T07:05:40-05:00,3,0,4,48.0,group,0m0w3d,5318.0,Urban Attractions,Cultural Highlights,Events,Spring,Uber,High,Hotel,Business & Work-Related
User 5630,"Chennai (Madras), India",en_US,27,18-Sep,2018-09-20T23:04:26-04:00,4,0,6,51.0,solo,0m0w2d,6710.0,Events,Urban Attractions,Cultural Highlights,Spring,Van,High,Resort,Business & Work-Related
User 5639,"Melbourne, Australia",en_US,27,18-Sep,2018-09-05T09:14:55-04:00,5,0,10,50.0,solo,0m0w4d,5311.0,Shopping,Events,Urban Attractions,Spring,PickMe,High,Motel,Business & Work-Related
User 5648,"Auckland, New Zealand",en_US,69,18-Jul,2018-08-08T00:00:29-04:00,5,0,10,30.0,group,0m0w6d,4118.0,Cultural Highlights,Urban Attractions,Events,Summer,Uber,High,Motel,Business & Work-Related
User 5653,"Beirut, Lebanon",en_US,75,18-Jul,2018-07-23T23:07:06-04:00,4,0,11,40.0,solo,0m0w3d,4884.0,Shopping,Events,Urban Attractions,Spring,Car,High,Resort,Business & Work-Related
User 5659,"Macau, China",en_US,41,18-May,2018-05-21T02:40:57-04:00,5,0,10,53.0,group,0m0w3d,5176.0,Urban Attractions,Shopping,Cultural Highlights,Fall,Car,High,Resort,Business & Work-Related
User 5661,"Glasgow, United Kingdom",en_UK,1636,18-Feb,2018-05-14T09:43:10-04:00,4,0,2,29.0,group,0m0w2d,4253.0,Events,Urban Attractions,Shopping,Fall,PickMe,High,Motel,Business & Work-Related
User 5663,"Lyon, France",en_AU,13,18-May,2018-05-11T17:27:06-04:00,4,1,5,33.0,solo,0m0w3d,4590.0,Shopping,Cultural Highlights,Events,Spring,Van,High,Hotel,Business & Work-Related
User 5664,"Denpasar, Indonesia",en_US,87,18-May,2018-05-07T03:13:29-04:00,4,0,8,38.0,group,0m0w2d,5792.0,Events,Urban Attractions,Cultural Highlights,Fall,Van,High,Motel,Business & Work-Related
User 5667,"Dubai, United Arab Emirates",en_GB,120,18-Apr,2018-04-28T05:07:00-04:00,5,0,1,52.0,group,0m0w5d,6599.0,Events,Urban Attractions,Cultural Highlights,Spring,Car,High,Motel,Business & Work-Related
User 5670,"Down Thomas, United Kingdom",en_US,93,18-Apr,2018-04-25T08:27:11-04:00,5,0,8,34.0,group,0m0w3d,6550.0,Cultural Highlights,Urban Attractions,Shopping,Summer,Van,High,Hotel,Business & Work-Related
User 5692,"Golden Sands, Bulgaria",bg_bg,32,19-Dec,2019-12-07T23:20:58-05:00,4,0,1,28.0,group,0m0w2d,5872.0,Cultural Highlights,Urban Attractions,Events,Spring,Uber,High,Hotel,Business & Work-Related
User 5696,"Singapore, Singapore",en_SG,8,19-Apr,2019-04-01T00:47:51-04:00,4,0,3,25.0,group,0m0w2d,4055.0,Cultural Highlights,Events,Urban Attractions,Fall,Van,High,Hotel,Business & Work-Related
User 5698,"London, United Kingdom",en_UK,143,19-Mar,2019-03-28T01:25:05-04:00,5,0,2,50.0,group,0m1w0d,5865.0,Cultural Highlights,Urban Attractions,Events,Fall,Car,High,Motel,Business & Work-Related
User 5707,"Cooper Landing, Alaska",en_AU,50,18-Jul,2018-07-01T19:31:44-04:00,5,0,0,49.0,solo,0m0w3d,6365.0,Events,Shopping,Cultural Highlights,Fall,Van,High,Hotel,Business & Work-Related
User 5708,"Shenzhen, China",en_SG,6,18-Jun,2018-06-30T00:28:28-04:00,2,1,4,53.0,group,0m0w3d,6457.0,Events,Shopping,Urban Attractions,Spring,Van,High,Resort,Business & Work-Related
User 5715,"Burlington, Canada",en_us,691,18-Mar,2018-06-08T19:37:04-04:00,5,0,10,51.0,group,0m0w3d,7708.0,Urban Attractions,Cultural Highlights,Events,Fall,Uber,High,Hotel,Business & Work-Related
User 5728,"Umina Beach, Australia",en_US,241,18-Sep,2018-09-27T21:16:45-04:00,5,0,1,34.0,group,0m0w6d,4971.0,Cultural Highlights,Shopping,Events,Fall,PickMe,High,Hotel,Business & Work-Related
User 5732,"Consett, United Kingdom",en_UK,2,18-Mar,2018-03-18T22:21:05-04:00,4,0,2,49.0,group,0m0w4d,6112.0,Cultural Highlights,Events,Urban Attractions,Fall,Uber,High,Resort,Business & Work-Related
User 5738,"Oxfordshire, United Kingdom",en_UK,19,17-Oct,2017-11-08T06:24:10-05:00,5,0,6,52.0,solo,0m0w2d,7617.0,Cultural Highlights,Urban Attractions,Events,Spring,Uber,High,Resort,Business & Work-Related
User 5742,"Birmingham, United Kingdom",en_UK,77,19-Feb,2019-03-08T22:58:50-05:00,4,1,9,33.0,group,0m0w3d,6559.0,Shopping,Events,Urban Attractions,Fall,PickMe,High,Motel,Business & Work-Related
User 5743,"Grosswilfersdorf, Austria",de_AT,11,19-Feb,2019-02-17T22:41:47-05:00,5,0,8,50.0,group,0m0w6d,6247.0,Events,Urban Attractions,Cultural Highlights,Fall,PickMe,High,Hotel,Business & Work-Related
User 5747,"Oviedo, Spain",en_gb,232,17-Aug,2017-09-07T23:09:13-04:00,4,2,2,32.0,group,0m0w4d,4496.0,Cultural Highlights,Urban Attractions,Events,Fall,Van,High,Hotel,Business & Work-Related
User 5752,"Paris, France",es,18,17-Apr,2017-04-12T21:45:49-04:00,4,2,10,26.0,solo,0m0w5d,5993.0,Cultural Highlights,Shopping,Events,Winter,PickMe,High,Resort,Business & Work-Related
User 5755,"Amsterdam, The Netherlands",en_US,49,16-Aug,2016-08-09T23:14:47-04:00,4,0,3,26.0,solo,0m0w5d,5719.0,Urban Attractions,Shopping,Events,Fall,PickMe,High,Resort,Business & Work-Related
User 5757,"Scotland, UK",en_US,11,16-Jul,2016-07-08T03:54:59-04:00,4,0,5,47.0,solo,0m0w3d,5970.0,Events,Urban Attractions,Cultural Highlights,Fall,Uber,High,Motel,Business & Work-Related
User 5759,"Indian Hills, Colorado",en_us,131,16-Feb,2016-06-06T19:29:04-04:00,4,0,4,55.0,solo,0m0w3d,7987.0,Cultural Highlights,Urban Attractions,Events,Fall,Van,High,Resort,Business & Work-Related
User 5785,N yorks,en_US,273,14-Aug,2014-08-09T02:10:01-04:00,5,0,8,27.0,solo,0m0w4d,4411.0,Urban Attractions,Shopping,Events,Fall,PickMe,High,Hotel,Business & Work-Related
User 5788,"Tampere, Finland",en_US,125,14-Jun,2014-06-23T23:03:33-04:00,4,2,7,55.0,solo,0m0w4d,7377.0,Shopping,Cultural Highlights,Events,Fall,Uber,High,Motel,Business & Work-Related
User 5792,"London, United Kingdom",en_UK,58,14-Mar,2014-03-05T15:04:53-05:00,3,0,4,37.0,solo,0m0w3d,4136.0,Events,Shopping,Cultural Highlights,Fall,PickMe,High,Hotel,Business & Work-Related
User 5797,"Urmston, United Kingdom",en_US,19,17-Jan,2017-02-12T06:27:32-05:00,5,1,15,28.0,group,0m0w4d,5524.0,Shopping,Cultural Highlights,Urban Attractions,Fall,PickMe,High,Hotel,Business & Work-Related
User 5799,"Lodz, Poland",en_US,71,17-Jan,2017-02-04T06:10:44-05:00,5,1,4,26.0,solo,0m0w4d,4819.0,Shopping,Events,Cultural Highlights,Spring,PickMe,High,Resort,Business & Work-Related
User 5813,"Dublin, Ireland",en_GB,72,15-Jul,2015-07-20T07:09:33-04:00,5,2,14,29.0,group,0m0w6d,4709.0,Shopping,Events,Cultural Highlights,Spring,Van,High,Resort,Business & Work-Related
User 5815,"Brooklyn, New York",en_US,7,15-Mar,2015-06-12T04:32:46-04:00,5,0,5,51.0,solo,0m0w3d,7563.0,Cultural Highlights,Events,Shopping,Fall,Car,High,Motel,Business & Work-Related
User 5818,"Vicenza, Italy",it,6,19-Aug,2019-08-24T09:11:20-04:00,5,0,3,55.0,group,0m1w0d,5234.0,Shopping,Events,Urban Attractions,Spring,Van,High,Resort,Business & Work-Related
User 5820,"London, United Kingdom",en_US,13,19-Jul,2019-07-26T20:36:41-04:00,5,0,2,49.0,group,0m1w0d,6690.0,Cultural Highlights,Urban Attractions,Shopping,Fall,Car,High,Hotel,Business & Work-Related
User 5821,"McLaren Vale, Australia",en_US,51,19-Jul,2019-07-07T07:58:02-04:00,5,0,11,46.0,group,0m0w4d,4006.0,Shopping,Events,Urban Attractions,Fall,Uber,High,Resort,Business & Work-Related
User 5824,"Birmingham, United Kingdom",en_US,48,13-Apr,2013-04-08T06:22:54-04:00,4,1,9,30.0,group,0m0w5d,3888.0,Shopping,Events,Cultural Highlights,Winter,PickMe,High,Hotel,Business & Work-Related
User 5828,"Sydney, Australia",en_US,196,12-Nov,2012-11-23T18:27:04-05:00,3,0,8,42.0,group,0m1w0d,6734.0,Shopping,Urban Attractions,Events,Fall,PickMe,High,Resort,Business & Work-Related
User 5841,"Birmingham, United Kingdom",en_UK,59,21-Nov,2021-11-14T11:53:02-05:00,5,3,4,37.0,group,0m0w5d,4961.0,Cultural Highlights,Events,Urban Attractions,Fall,PickMe,High,Resort,Business & Work-Related
User 5849,"South East England, United Kingdom",en_US,164,23-Mar,2023-03-13T04:21:01-04:00,5,0,3,33.0,group,0m0w3d,6575.0,Cultural Highlights,Events,Urban Attractions,Spring,Uber,High,Motel,Business & Work-Related
User 5857,"Mumbai, India",en_IN,21,19-Oct,2020-05-23T03:49:08-04:00,4,1,1,40.0,solo,0m0w2d,6917.0,Shopping,Urban Attractions,Cultural Highlights,Fall,Uber,High,Motel,Business & Work-Related
User 5864,"Canton of Zurich, Switzerland",en_UK,5,20-Mar,2020-03-28T03:00:31-04:00,4,0,11,33.0,group,0m1w0d,6739.0,Shopping,Urban Attractions,Cultural Highlights,Fall,Car,High,Motel,Business & Work-Related
User 5865,"Toronto, Canada",en_US,3,20-Feb,2020-02-24T19:47:14-05:00,5,1,9,35.0,solo,0m0w5d,6270.0,Cultural Highlights,Events,Shopping,Winter,Car,High,Motel,Business & Work-Related
User 5867,"Picnic Bay, Australia",en_AU,27,20-Feb,2020-02-22T17:10:39-05:00,2,0,5,30.0,solo,0m0w4d,4388.0,Events,Cultural Highlights,Urban Attractions,Fall,Uber,High,Motel,Business & Work-Related
